AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,target
48.0,16.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,1.0,0
51.0,16.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,14000.0,1.0,6.0,0.0,1.0,0
54.0,13.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
62.0,9.0,1.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,15900.0,1.0,6.0,0.0,1.0,0
25.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,7000.0,1.0,6.0,0.0,1.0,0
49.0,16.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,6.0,6.0,2.0,1.0,0
30.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2100.0,6.0,6.0,0.0,1.0,1
57.0,20.0,4.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
15.0,12.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,2.0,1.0,0
36.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,22000.0,1.0,6.0,2.0,1.0,0
51.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,1
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4500.0,1.0,6.0,0.0,1.0,0
27.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
17.0,14.0,5.0,2.0,2.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
33.0,14.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,13000.0,1.0,6.0,0.0,1.0,0
23.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,6.0,6.0,2.0,1.0,0
26.0,14.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,18000.0,1.0,6.0,0.0,1.0,0
23.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,1.0,0
62.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
25.0,15.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
20.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,16800.0,1.0,6.0,0.0,1.0,0
15.0,12.0,5.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,0
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,10100.0,1.0,6.0,2.0,1.0,0
60.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,7000.0,1.0,6.0,0.0,1.0,0
29.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
23.0,19.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
15.0,13.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,1
24.0,19.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,0
30.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
60.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,12100.0,6.0,6.0,0.0,1.0,1
17.0,19.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
34.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,14000.0,2.0,6.0,2.0,1.0,0
51.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,18500.0,6.0,6.0,0.0,1.0,1
43.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,2.0,1
46.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,12000.0,6.0,6.0,0.0,1.0,1
41.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,0.0,1.0,0
41.0,15.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,2.0,2.0,1
19.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1000.0,6.0,6.0,0.0,1.0,0
47.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
27.0,21.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,6500.0,1.0,6.0,0.0,1.0,1
26.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
29.0,7.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,16000.0,1.0,6.0,0.0,1.0,0
18.0,16.0,5.0,2.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
30.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
40.0,18.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,15000.0,1.0,6.0,2.0,1.0,1
34.0,18.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,8000.0,6.0,6.0,0.0,1.0,0
61.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,6.0,6.0,0.0,1.0,1
42.0,17.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,5000.0,6.0,6.0,0.0,1.0,0
17.0,13.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1300.0,6.0,6.0,0.0,1.0,0
17.0,13.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,2.0,0
43.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,6.0,6.0,0.0,1.0,1
32.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
27.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24600.0,1.0,6.0,2.0,1.0,0
17.0,14.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
15.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,1
28.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6700.0,1.0,6.0,2.0,1.0,0
64.0,12.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,7900.0,2.0,6.0,0.0,1.0,0
26.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,6.0,0.0,1.0,0
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,6.0,6.0,0.0,1.0,0
41.0,15.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,0
30.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,19000.0,1.0,6.0,2.0,1.0,1
38.0,14.0,5.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,2.0,1.0,1
63.0,12.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,26000.0,2.0,6.0,0.0,1.0,0
58.0,20.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,17500.0,2.0,6.0,0.0,1.0,0
22.0,19.0,5.0,2.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
32.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,6.0,6.0,2.0,1.0,0
61.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,28000.0,1.0,6.0,0.0,1.0,0
29.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,2.0,0
29.0,1.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
27.0,19.0,5.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1070.0,1.0,6.0,2.0,1.0,1
54.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,17000.0,1.0,6.0,0.0,1.0,1
30.0,18.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,1.0,0
27.0,18.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4500.0,1.0,6.0,0.0,1.0,1
20.0,13.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,12000.0,6.0,6.0,2.0,1.0,1
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
56.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1800.0,3.0,6.0,0.0,1.0,1
47.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,16700.0,1.0,6.0,2.0,1.0,0
51.0,19.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,400.0,6.0,6.0,0.0,1.0,0
22.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
37.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,340.0,3.0,6.0,0.0,1.0,0
49.0,12.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,19000.0,1.0,6.0,0.0,1.0,1
22.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2000.0,2.0,6.0,0.0,1.0,0
29.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,22000.0,2.0,6.0,0.0,1.0,1
64.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,16800.0,6.0,6.0,0.0,1.0,0
45.0,16.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,12000.0,1.0,6.0,2.0,1.0,0
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
20.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,25000.0,1.0,6.0,0.0,1.0,0
59.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,1
29.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
23.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6000.0,1.0,6.0,2.0,1.0,0
36.0,23.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
63.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,25200.0,6.0,6.0,0.0,1.0,1
19.0,16.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
18.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,2.0,1.0,1
52.0,16.0,5.0,2.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,6000.0,6.0,6.0,0.0,1.0,1
16.0,14.0,5.0,2.0,2.0,7.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
19.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1500.0,3.0,6.0,0.0,1.0,0
20.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
18.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,2.0,0
18.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6700.0,1.0,6.0,2.0,1.0,1
56.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
21.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
20.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,1.0,6.0,0.0,1.0,0
32.0,21.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,11700.0,1.0,6.0,2.0,1.0,1
30.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,0
17.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
18.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,500.0,1.0,6.0,0.0,1.0,1
52.0,16.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
21.0,19.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,13000.0,1.0,6.0,2.0,1.0,0
23.0,17.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,6000.0,1.0,6.0,2.0,1.0,0
52.0,6.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,1
38.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,6.0,2.0,1.0,0
24.0,19.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6000.0,1.0,6.0,2.0,1.0,0
22.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6000.0,1.0,6.0,0.0,1.0,0
36.0,19.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
26.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,21000.0,1.0,6.0,0.0,1.0,0
27.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,1.0,1
54.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5100.0,1.0,6.0,0.0,1.0,1
63.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,28100.0,1.0,6.0,0.0,1.0,0
53.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,0
44.0,24.0,1.0,1.0,2.0,0.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,0
40.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,6600.0,1.0,6.0,2.0,1.0,1
59.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,7500.0,1.0,6.0,0.0,1.0,0
22.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,22000.0,1.0,6.0,0.0,1.0,1
41.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12300.0,1.0,6.0,0.0,1.0,1
27.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,29000.0,6.0,6.0,2.0,1.0,0
61.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,0
21.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
49.0,13.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,13100.0,1.0,6.0,2.0,1.0,0
38.0,22.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,20000.0,1.0,6.0,0.0,1.0,1
16.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,4300.0,6.0,6.0,2.0,1.0,1
19.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,500.0,6.0,6.0,2.0,1.0,0
61.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1500.0,6.0,6.0,0.0,1.0,1
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,11000.0,1.0,6.0,0.0,1.0,0
35.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
16.0,14.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
31.0,19.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,29000.0,1.0,6.0,0.0,2.0,0
61.0,19.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,15500.0,6.0,6.0,0.0,1.0,0
42.0,9.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,8400.0,1.0,6.0,0.0,1.0,0
26.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8000.0,1.0,6.0,2.0,2.0,0
18.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
18.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,6.0,2.0,1.0,0
58.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,14800.0,1.0,6.0,0.0,1.0,0
46.0,14.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,2.0,1
23.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6700.0,1.0,6.0,0.0,1.0,1
55.0,18.0,4.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4800.0,1.0,6.0,0.0,1.0,1
25.0,9.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1200.0,6.0,6.0,2.0,1.0,1
44.0,24.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,3000.0,6.0,6.0,0.0,1.0,1
49.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,28000.0,1.0,6.0,0.0,1.0,0
38.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,2.0,0
59.0,16.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
22.0,15.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
64.0,16.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1900.0,6.0,6.0,0.0,1.0,1
29.0,20.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,16000.0,1.0,6.0,2.0,1.0,0
52.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
51.0,9.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21600.0,1.0,6.0,0.0,1.0,0
42.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
21.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1100.0,6.0,6.0,2.0,2.0,0
42.0,16.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2480.0,6.0,6.0,2.0,1.0,1
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,19800.0,1.0,6.0,2.0,1.0,0
59.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,16.0,5.0,2.0,2.0,7.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
58.0,15.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
24.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,16.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,6.0,6.0,0.0,1.0,0
15.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,2.0,1
30.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,1
24.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,13.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
45.0,20.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
32.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,2.0,0
56.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
16.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
23.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
44.0,21.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,2.0,1.0,0
60.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
